State,County Name,"County Name, State",Value
VA,GOOCHLAND COUNTY,"VA, GOOCHLAND COUNTY","228,002"
GA,GORDON COUNTY,"GA, GORDON COUNTY","229,002"
NC,GRAHAM COUNTY,"NC, GRAHAM COUNTY","230,002"
TN,GRAINGER COUNTY,"TN, GRAINGER COUNTY","231,002"
NC,GRANVILLE COUNTY,"NC, GRANVILLE COUNTY","232,002"
VA,GRAYSON COUNTY,"VA, GRAYSON COUNTY","233,002"
GA,GREENE COUNTY,"GA, GREENE COUNTY","234,002"
NC,GREENE COUNTY,"NC, GREENE COUNTY","235,002"
PA,GREENE COUNTY,"PA, GREENE COUNTY","236,002"
TN,GREENE COUNTY,"TN, GREENE COUNTY","237,002"
VA,GREENE COUNTY,"VA, GREENE COUNTY","238,002"
SC,GREENVILLE COUNTY,"SC, GREENVILLE COUNTY","239,002"
SC,GREENWOOD COUNTY,"SC, GREENWOOD COUNTY","240,002"
NC,GUILFORD COUNTY,"NC, GUILFORD COUNTY","241,002"
GA,GWINNETT COUNTY,"GA, GWINNETT COUNTY","242,002"
NC,HALIFAX COUNTY,"NC, HALIFAX COUNTY","243,002"
VA,HALIFAX COUNTY,"VA, HALIFAX COUNTY","244,002"
GA,HALL COUNTY,"GA, HALL COUNTY","245,002"
TN,HAMBLEN COUNTY,"TN, HAMBLEN COUNTY","246,002"
TN,HAMILTON COUNTY,"TN, HAMILTON COUNTY","247,002"
VA,HAMPTON CITY,"VA, HAMPTON CITY","248,002"
VA,HANOVER COUNTY,"VA, HANOVER COUNTY","249,002"
TN,HARDIN COUNTY,"TN, HARDIN COUNTY","250,002"
MD,HARFORD COUNTY,"MD, HARFORD COUNTY","251,002"
NC,HARNETT COUNTY,"NC, HARNETT COUNTY","252,002"
VA,HARRISONBURG CITY,"VA, HARRISONBURG CITY","253,002"
TN,HAWKINS COUNTY,"TN, HAWKINS COUNTY","254,002"
NC,HAYWOOD COUNTY,"NC, HAYWOOD COUNTY","255,002"
NC,HENDERSON COUNTY,"NC, HENDERSON COUNTY","256,002"
TN,HENDERSON COUNTY,"TN, HENDERSON COUNTY","257,002"
VA,HENRICO COUNTY,"VA, HENRICO COUNTY","258,002"
GA,HENRY COUNTY,"GA, HENRY COUNTY","259,002"
VA,HENRY COUNTY,"VA, HENRY COUNTY","260,002"
NC,HERTFORD COUNTY,"NC, HERTFORD COUNTY","261,002"
TN,HICKMAN COUNTY,"TN, HICKMAN COUNTY","262,002"
NC,HOKE COUNTY,"NC, HOKE COUNTY","263,002"
VA,HOPEWELL CITY,"VA, HOPEWELL CITY","264,002"
SC,HORRY COUNTY,"SC, HORRY COUNTY","265,002"
GA,HOUSTON COUNTY,"GA, HOUSTON COUNTY","266,002"
MD,HOWARD COUNTY,"MD, HOWARD COUNTY","267,002"
NJ,HUDSON COUNTY,"NJ, HUDSON COUNTY","268,002"
TN,HUMPHREYS COUNTY,"TN, HUMPHREYS COUNTY","269,002"
NJ,HUNTERDON COUNTY,"NJ, HUNTERDON COUNTY","270,002"
PA,HUNTINGDON COUNTY,"PA, HUNTINGDON COUNTY","271,002"
NC,HYDE COUNTY,"NC, HYDE COUNTY","272,002"
PA,INDIANA COUNTY,"PA, INDIANA COUNTY","273,002"
NC,IREDELL COUNTY,"NC, IREDELL COUNTY","274,002"
VA,ISLE OF WIGHT COUNTY,"VA, ISLE OF WIGHT COUNTY","275,002"
NC,JACKSON COUNTY,"NC, JACKSON COUNTY","276,002"
TN,JACKSON COUNTY,"TN, JACKSON COUNTY","277,002"
VA,JAMES CITY COUNTY,"VA, JAMES CITY COUNTY","278,002"
SC,JASPER COUNTY,"SC, JASPER COUNTY","279,002"
PA,JEFFERSON COUNTY,"PA, JEFFERSON COUNTY","280,002"
TN,JEFFERSON COUNTY,"TN, JEFFERSON COUNTY","281,002"
NC,JOHNSTON COUNTY,"NC, JOHNSTON COUNTY","282,002"
GA,JONES COUNTY,"GA, JONES COUNTY","283,002"
DE,KENT COUNTY,"DE, KENT COUNTY","284,002"
MD,KENT COUNTY,"MD, KENT COUNTY","285,002"
VA,KING AND QUEEN COUNTY,"VA, KING AND QUEEN COUNTY","286,002"
VA,KING GEORGE COUNTY,"VA, KING GEORGE COUNTY","287,002"
VA,KING WILLIAM COUNTY,"VA, KING WILLIAM COUNTY","288,002"
TN,KNOX COUNTY,"TN, KNOX COUNTY","289,002"
PA,LACKAWANNA COUNTY,"PA, LACKAWANNA COUNTY","290,002"
GA,LAMAR COUNTY,"GA, LAMAR COUNTY","291,002"
PA,LANCASTER COUNTY,"PA, LANCASTER COUNTY","292,002"
SC,LANCASTER COUNTY,"SC, LANCASTER COUNTY","293,002"
VA,LANCASTER COUNTY,"VA, LANCASTER COUNTY","294,002"
TN,LAUDERDALE COUNTY,"TN, LAUDERDALE COUNTY","295,002"
PA,LAWRENCE COUNTY,"PA, LAWRENCE COUNTY","296,002"
PA,LEBANON COUNTY,"PA, LEBANON COUNTY","297,002"
NC,LEE COUNTY,"NC, LEE COUNTY","298,002"
VA,LEE COUNTY,"VA, LEE COUNTY","299,002"
PA,LEHIGH COUNTY,"PA, LEHIGH COUNTY","300,002"
NC,LENOIR COUNTY,"NC, LENOIR COUNTY","301,002"
TN,LEWIS COUNTY,"TN, LEWIS COUNTY","302,002"
SC,LEXINGTON COUNTY,"SC, LEXINGTON COUNTY","303,002"
NC,LINCOLN COUNTY,"NC, LINCOLN COUNTY","304,002"
TN,LINCOLN COUNTY,"TN, LINCOLN COUNTY","305,002"
TN,LOUDON COUNTY,"TN, LOUDON COUNTY","306,002"
VA,LOUDOUN COUNTY,"VA, LOUDOUN COUNTY","307,002"
VA,LOUISA COUNTY,"VA, LOUISA COUNTY","308,002"
GA,LUMPKIN COUNTY,"GA, LUMPKIN COUNTY","309,002"
PA,LUZERNE COUNTY,"PA, LUZERNE COUNTY","310,002"
PA,LYCOMING COUNTY,"PA, LYCOMING COUNTY","311,002"
VA,LYNCHBURG CITY,"VA, LYNCHBURG CITY","312,002"
NC,MACON COUNTY,"NC, MACON COUNTY","313,002"
TN,MACON COUNTY,"TN, MACON COUNTY","314,002"
NC,MADISON COUNTY,"NC, MADISON COUNTY","315,002"
TN,MADISON COUNTY,"TN, MADISON COUNTY","316,002"
VA,MADISON COUNTY,"VA, MADISON COUNTY","317,002"
VA,MANASSAS CITY,"VA, MANASSAS CITY","318,002"
VA,MANASSAS PARK CITY,"VA, MANASSAS PARK CITY","319,002"
TN,MARSHALL COUNTY,"TN, MARSHALL COUNTY","320,002"
NC,MARTIN COUNTY,"NC, MARTIN COUNTY","321,002"
VA,MARTINSVILLE CITY,"VA, MARTINSVILLE CITY","322,002"
VA,MATHEWS COUNTY,"VA, MATHEWS COUNTY","323,002"
TN,MAURY COUNTY,"TN, MAURY COUNTY","324,002"
NC,MCDOWELL COUNTY,"NC, MCDOWELL COUNTY","325,002"
PA,MCKEAN COUNTY,"PA, MCKEAN COUNTY","326,002"
TN,MCMINN COUNTY,"TN, MCMINN COUNTY","327,002"
TN,MCNAIRY COUNTY,"TN, MCNAIRY COUNTY","328,002"
NC,MECKLENBURG COUNTY,"NC, MECKLENBURG COUNTY","329,002"
VA,MECKLENBURG COUNTY,"VA, MECKLENBURG COUNTY","330,002"
NJ,MERCER COUNTY,"NJ, MERCER COUNTY","331,002"
PA,MERCER COUNTY,"PA, MERCER COUNTY","332,002"
GA,MERIWETHER COUNTY,"GA, MERIWETHER COUNTY","333,002"
NJ,MIDDLESEX COUNTY,"NJ, MIDDLESEX COUNTY","334,002"
VA,MIDDLESEX COUNTY,"VA, MIDDLESEX COUNTY","335,002"
PA,MIFFLIN COUNTY,"PA, MIFFLIN COUNTY","336,002"
NC,MITCHELL COUNTY,"NC, MITCHELL COUNTY","337,002"
NJ,MONMOUTH COUNTY,"NJ, MONMOUTH COUNTY","338,002"
PA,MONROE COUNTY,"PA, MONROE COUNTY","339,002"
TN,MONROE COUNTY,"TN, MONROE COUNTY","340,002"
MD,MONTGOMERY COUNTY,"MD, MONTGOMERY COUNTY","341,002"
NC,MONTGOMERY COUNTY,"NC, MONTGOMERY COUNTY","342,002"
PA,MONTGOMERY COUNTY,"PA, MONTGOMERY COUNTY","343,002"
TN,MONTGOMERY COUNTY,"TN, MONTGOMERY COUNTY","344,002"
VA,MONTGOMERY COUNTY,"VA, MONTGOMERY COUNTY","345,002"
PA,MONTOUR COUNTY,"PA, MONTOUR COUNTY","346,002"
NC,MOORE COUNTY,"NC, MOORE COUNTY","347,002"
NJ,MORRIS COUNTY,"NJ, MORRIS COUNTY","348,002"
GA,MUSCOGEE COUNTY,"GA, MUSCOGEE COUNTY","349,002"
NC,NASH COUNTY,"NC, NASH COUNTY","350,002"
VA,NELSON COUNTY,"VA, NELSON COUNTY","351,002"
DE,NEW CASTLE COUNTY,"DE, NEW CASTLE COUNTY","352,002"
NC,NEW HANOVER COUNTY,"NC, NEW HANOVER COUNTY","353,002"
VA,NEW KENT COUNTY,"VA, NEW KENT COUNTY","354,002"
VA,NEWPORT NEWS CITY,"VA, NEWPORT NEWS CITY","355,002"
GA,NEWTON COUNTY,"GA, NEWTON COUNTY","356,002"
VA,NORFOLK CITY,"VA, NORFOLK CITY","357,002"
NC,NORTHAMPTON COUNTY,"NC, NORTHAMPTON COUNTY","358,002"
PA,NORTHAMPTON COUNTY,"PA, NORTHAMPTON COUNTY","359,002"
VA,NORTHAMPTON COUNTY,"VA, NORTHAMPTON COUNTY","360,002"
PA,NORTHUMBERLAND COUNTY,"PA, NORTHUMBERLAND COUNTY","361,002"
VA,NORTON CITY,"VA, NORTON CITY","362,002"
VA,NOTTOWAY COUNTY,"VA, NOTTOWAY COUNTY","363,002"
TN,OBION COUNTY,"TN, OBION COUNTY","364,002"
NJ,OCEAN COUNTY,"NJ, OCEAN COUNTY","365,002"
NC,ONSLOW COUNTY,"NC, ONSLOW COUNTY","366,002"
NC,ORANGE COUNTY,"NC, ORANGE COUNTY","367,002"
VA,ORANGE COUNTY,"VA, ORANGE COUNTY","368,002"
VA,PAGE COUNTY,"VA, PAGE COUNTY","369,002"
NC,PASQUOTANK COUNTY,"NC, PASQUOTANK COUNTY","370,002"
NJ,PASSAIC COUNTY,"NJ, PASSAIC COUNTY","371,002"
GA,PAULDING COUNTY,"GA, PAULDING COUNTY","372,002"
GA,PEACH COUNTY,"GA, PEACH COUNTY","373,002"
NC,PENDER COUNTY,"NC, PENDER COUNTY","374,002"
PA,PERRY COUNTY,"PA, PERRY COUNTY","375,002"
NC,PERSON COUNTY,"NC, PERSON COUNTY","376,002"
VA,PETERSBURG CITY,"VA, PETERSBURG CITY","377,002"
PA,PHILADELPHIA COUNTY,"PA, PHILADELPHIA COUNTY","378,002"
SC,PICKENS COUNTY,"SC, PICKENS COUNTY","379,002"
GA,PIKE COUNTY,"GA, PIKE COUNTY","380,002"
PA,PIKE COUNTY,"PA, PIKE COUNTY","381,002"
NC,PITT COUNTY,"NC, PITT COUNTY","382,002"
NC,POLK COUNTY,"NC, POLK COUNTY","383,002"
VA,POQUOSON CITY,"VA, POQUOSON CITY","384,002"
VA,PORTSMOUTH CITY,"VA, PORTSMOUTH CITY","385,002"
VA,POWHATAN COUNTY,"VA, POWHATAN COUNTY","386,002"
VA,PRINCE EDWARD COUNTY,"VA, PRINCE EDWARD COUNTY","387,002"
VA,PRINCE GEORGE COUNTY,"VA, PRINCE GEORGE COUNTY","388,002"
MD,PRINCE GEORGE'S COUNTY,"MD, PRINCE GEORGE'S COUNTY","389,002"
VA,PRINCE WILLIAM COUNTY,"VA, PRINCE WILLIAM COUNTY","390,002"
VA,PULASKI COUNTY,"VA, PULASKI COUNTY","391,002"
TN,PUTNAM COUNTY,"TN, PUTNAM COUNTY","392,002"
MD,QUEEN ANNE'S COUNTY,"MD, QUEEN ANNE'S COUNTY","393,002"
GA,RABUN COUNTY,"GA, RABUN COUNTY","394,002"
VA,RADFORD CITY,"VA, RADFORD CITY","395,002"
NC,RANDOLPH COUNTY,"NC, RANDOLPH COUNTY","396,002"
VA,RAPPAHANNOCK COUNTY,"VA, RAPPAHANNOCK COUNTY","397,002"
SC,RICHLAND COUNTY,"SC, RICHLAND COUNTY","398,002"
VA,RICHMOND CITY,"VA, RICHMOND CITY","399,002"
GA,RICHMOND COUNTY,"GA, RICHMOND COUNTY","400,002"
NC,RICHMOND COUNTY,"NC, RICHMOND COUNTY","401,002"
VA,RICHMOND COUNTY,"VA, RICHMOND COUNTY","402,002"
TN,ROANE COUNTY,"TN, ROANE COUNTY","403,002"
VA,ROANOKE CITY,"VA, ROANOKE CITY","404,002"
VA,ROANOKE COUNTY,"VA, ROANOKE COUNTY","405,002"
TN,ROBERTSON COUNTY,"TN, ROBERTSON COUNTY","406,002"
NC,ROBESON COUNTY,"NC, ROBESON COUNTY","407,002"
VA,ROCKBRIDGE COUNTY,"VA, ROCKBRIDGE COUNTY","408,002"
GA,ROCKDALE COUNTY,"GA, ROCKDALE COUNTY","409,002"
NC,ROCKINGHAM COUNTY,"NC, ROCKINGHAM COUNTY","410,002"
VA,ROCKINGHAM COUNTY,"VA, ROCKINGHAM COUNTY","411,002"
NC,ROWAN COUNTY,"NC, ROWAN COUNTY","412,002"
VA,RUSSELL COUNTY,"VA, RUSSELL COUNTY","413,002"
NC,RUTHERFORD COUNTY,"NC, RUTHERFORD COUNTY","414,002"
TN,RUTHERFORD COUNTY,"TN, RUTHERFORD COUNTY","415,002"
VA,SALEM CITY,"VA, SALEM CITY","416,002"
NJ,SALEM COUNTY,"NJ, SALEM COUNTY","417,002"
NC,SAMPSON COUNTY,"NC, SAMPSON COUNTY","418,002"
PA,SCHUYLKILL COUNTY,"PA, SCHUYLKILL COUNTY","419,002"
NC,SCOTLAND COUNTY,"NC, SCOTLAND COUNTY","420,002"
VA,SCOTT COUNTY,"VA, SCOTT COUNTY","421,002"
TN,SEVIER COUNTY,"TN, SEVIER COUNTY","422,002"
TN,SHELBY COUNTY,"TN, SHELBY COUNTY","423,002"
VA,SHENANDOAH COUNTY,"VA, SHENANDOAH COUNTY","424,002"
VA,SMYTH COUNTY,"VA, SMYTH COUNTY","425,002"
PA,SNYDER COUNTY,"PA, SNYDER COUNTY","426,002"
MD,SOMERSET COUNTY,"MD, SOMERSET COUNTY","427,002"
NJ,SOMERSET COUNTY,"NJ, SOMERSET COUNTY","428,002"
PA,SOMERSET COUNTY,"PA, SOMERSET COUNTY","429,002"
GA,SPALDING COUNTY,"GA, SPALDING COUNTY","430,002"
SC,SPARTANBURG COUNTY,"SC, SPARTANBURG COUNTY","431,002"
VA,SPOTSYLVANIA COUNTY,"VA, SPOTSYLVANIA COUNTY","432,002"
MD,ST. MARY'S COUNTY,"MD, ST. MARY'S COUNTY","433,002"
VA,STAFFORD COUNTY,"VA, STAFFORD COUNTY","434,002"
NC,STANLY COUNTY,"NC, STANLY COUNTY","435,002"
VA,STAUNTON CITY,"VA, STAUNTON CITY","436,002"
GA,STEWART COUNTY,"GA, STEWART COUNTY","437,002"
NC,STOKES COUNTY,"NC, STOKES COUNTY","438,002"
VA,SUFFOLK CITY,"VA, SUFFOLK CITY","439,002"
TN,SULLIVAN COUNTY,"TN, SULLIVAN COUNTY","440,002"
TN,SUMNER COUNTY,"TN, SUMNER COUNTY","441,002"
NC,SURRY COUNTY,"NC, SURRY COUNTY","442,002"
PA,SUSQUEHANNA COUNTY,"PA, SUSQUEHANNA COUNTY","443,002"
DE,SUSSEX COUNTY,"DE, SUSSEX COUNTY","444,002"
NJ,SUSSEX COUNTY,"NJ, SUSSEX COUNTY","445,002"
VA,SUSSEX COUNTY,"VA, SUSSEX COUNTY","446,002"
NC,SWAIN COUNTY,"NC, SWAIN COUNTY","447,002"
MD,TALBOT COUNTY,"MD, TALBOT COUNTY","448,002"
VA,TAZEWELL COUNTY,"VA, TAZEWELL COUNTY","449,002"
PA,TIOGA COUNTY,"PA, TIOGA COUNTY","450,002"
GA,TURNER COUNTY,"GA, TURNER COUNTY","451,002"
TN,UNICOI COUNTY,"TN, UNICOI COUNTY","452,002"
NC,UNION COUNTY,"NC, UNION COUNTY","453,002"
NJ,UNION COUNTY,"NJ, UNION COUNTY","454,002"
PA,UNION COUNTY,"PA, UNION COUNTY","455,002"
TN,UNION COUNTY,"TN, UNION COUNTY","456,002"
NC,VANCE COUNTY,"NC, VANCE COUNTY","457,002"
PA,VENANGO COUNTY,"PA, VENANGO COUNTY","458,002"
VA,VIRGINIA BEACH CITY,"VA, VIRGINIA BEACH CITY","459,002"
NC,WAKE COUNTY,"NC, WAKE COUNTY","460,002"
GA,WALTON COUNTY,"GA, WALTON COUNTY","461,002"
NC,WARREN COUNTY,"NC, WARREN COUNTY","462,002"
NJ,WARREN COUNTY,"NJ, WARREN COUNTY","463,002"
TN,WARREN COUNTY,"TN, WARREN COUNTY","464,002"
VA,WARREN COUNTY,"VA, WARREN COUNTY","465,002"
MD,WASHINGTON COUNTY,"MD, WASHINGTON COUNTY","466,002"
PA,WASHINGTON COUNTY,"PA, WASHINGTON COUNTY","467,002"
TN,WASHINGTON COUNTY,"TN, WASHINGTON COUNTY","468,002"
VA,WASHINGTON COUNTY,"VA, WASHINGTON COUNTY","469,002"
NC,WATAUGA COUNTY,"NC, WATAUGA COUNTY","470,002"
NC,WAYNE COUNTY,"NC, WAYNE COUNTY","471,002"
PA,WAYNE COUNTY,"PA, WAYNE COUNTY","472,002"
VA,WAYNESBORO CITY,"VA, WAYNESBORO CITY","473,002"
TN,WEAKLEY COUNTY,"TN, WEAKLEY COUNTY","474,002"
PA,WESTMORELAND COUNTY,"PA, WESTMORELAND COUNTY","475,002"
VA,WESTMORELAND COUNTY,"VA, WESTMORELAND COUNTY","476,002"
GA,WHITE COUNTY,"GA, WHITE COUNTY","477,002"
TN,WHITE COUNTY,"TN, WHITE COUNTY","478,002"
GA,WHITFIELD COUNTY,"GA, WHITFIELD COUNTY","479,002"
MD,WICOMICO COUNTY,"MD, WICOMICO COUNTY","480,002"
NC,WILKES COUNTY,"NC, WILKES COUNTY","481,002"
VA,WILLIAMSBURG CITY,"VA, WILLIAMSBURG CITY","482,002"
TN,WILLIAMSON COUNTY,"TN, WILLIAMSON COUNTY","483,002"
NC,WILSON COUNTY,"NC, WILSON COUNTY","484,002"
TN,WILSON COUNTY,"TN, WILSON COUNTY","485,002"
VA,WINCHESTER CITY,"VA, WINCHESTER CITY","486,002"
VA,WISE COUNTY,"VA, WISE COUNTY","487,002"
MD,WORCESTER COUNTY,"MD, WORCESTER COUNTY","488,002"
PA,WYOMING COUNTY,"PA, WYOMING COUNTY","489,002"
VA,WYTHE COUNTY,"VA, WYTHE COUNTY","490,002"
NC,YADKIN COUNTY,"NC, YADKIN COUNTY","491,002"
NC,YANCEY COUNTY,"NC, YANCEY COUNTY","492,002"
PA,YORK COUNTY,"PA, YORK COUNTY","493,002"
SC,YORK COUNTY,"SC, YORK COUNTY","494,002"
VA,YORK COUNTY,"VA, YORK COUNTY","495,002"
PA,ADAMS COUNTY,"PA, ADAMS COUNTY","496,002"
VA,ALBEMARLE COUNTY,"VA, ALBEMARLE COUNTY","497,002"
VA,ALEXANDRIA CITY,"VA, ALEXANDRIA CITY","498,002"
MD,ALLEGANY COUNTY,"MD, ALLEGANY COUNTY","499,002"
PA,ALLEGHENY COUNTY,"PA, ALLEGHENY COUNTY","500,002"
VA,AMELIA COUNTY,"VA, AMELIA COUNTY","501,002"
VA,AMHERST COUNTY,"VA, AMHERST COUNTY","502,002"
MD,ANNE ARUNDEL COUNTY,"MD, ANNE ARUNDEL COUNTY","503,002"
VA,APPOMATTOX COUNTY,"VA, APPOMATTOX COUNTY","504,002"
VA,ARLINGTON COUNTY,"VA, ARLINGTON COUNTY","505,002"
PA,ARMSTRONG COUNTY,"PA, ARMSTRONG COUNTY","506,002"
NJ,ATLANTIC COUNTY,"NJ, ATLANTIC COUNTY","507,002"
VA,AUGUSTA COUNTY,"VA, AUGUSTA COUNTY","508,002"
MD,BALTIMORE CITY,"MD, BALTIMORE CITY","509,002"
MD,BALTIMORE COUNTY,"MD, BALTIMORE COUNTY","510,002"
PA,BEAVER COUNTY,"PA, BEAVER COUNTY","511,002"
VA,BEDFORD CITY,"VA, BEDFORD CITY","512,002"
PA,BEDFORD COUNTY,"PA, BEDFORD COUNTY","513,002"
VA,BEDFORD COUNTY,"VA, BEDFORD COUNTY","514,002"
NJ,BERGEN COUNTY,"NJ, BERGEN COUNTY","515,002"
PA,BERKS COUNTY,"PA, BERKS COUNTY","516,002"
PA,BLAIR COUNTY,"PA, BLAIR COUNTY","517,002"
VA,BOTETOURT COUNTY,"VA, BOTETOURT COUNTY","518,002"
PA,BRADFORD COUNTY,"PA, BRADFORD COUNTY","519,002"
VA,BUCHANAN COUNTY,"VA, BUCHANAN COUNTY","520,002"
VA,BUCKINGHAM COUNTY,"VA, BUCKINGHAM COUNTY","521,002"
PA,BUCKS COUNTY,"PA, BUCKS COUNTY","522,002"
NJ,BURLINGTON COUNTY,"NJ, BURLINGTON COUNTY","523,002"
PA,BUTLER COUNTY,"PA, BUTLER COUNTY","524,002"
MD,CALVERT COUNTY,"MD, CALVERT COUNTY","525,002"
PA,CAMBRIA COUNTY,"PA, CAMBRIA COUNTY","526,002"
NJ,CAMDEN COUNTY,"NJ, CAMDEN COUNTY","527,002"
PA,CAMERON COUNTY,"PA, CAMERON COUNTY","528,002"
VA,CAMPBELL COUNTY,"VA, CAMPBELL COUNTY","529,002"
NJ,CAPE MAY COUNTY,"NJ, CAPE MAY COUNTY","530,002"
PA,CARBON COUNTY,"PA, CARBON COUNTY","531,002"
MD,CAROLINE COUNTY,"MD, CAROLINE COUNTY","532,002"
VA,CAROLINE COUNTY,"VA, CAROLINE COUNTY","533,002"
MD,CARROLL COUNTY,"MD, CARROLL COUNTY","534,002"
VA,CARROLL COUNTY,"VA, CARROLL COUNTY","535,002"
MD,CECIL COUNTY,"MD, CECIL COUNTY","536,002"
PA,CENTRE COUNTY,"PA, CENTRE COUNTY","537,002"
MD,CHARLES COUNTY,"MD, CHARLES COUNTY","538,002"
VA,CHARLOTTE COUNTY,"VA, CHARLOTTE COUNTY","539,002"
VA,CHARLOTTESVILLE CITY,"VA, CHARLOTTESVILLE CITY","540,002"
PA,CHESTER COUNTY,"PA, CHESTER COUNTY","541,002"
VA,CHESTERFIELD COUNTY,"VA, CHESTERFIELD COUNTY","542,002"
PA,CLARION COUNTY,"PA, CLARION COUNTY","543,002"
VA,CLARKE COUNTY,"VA, CLARKE COUNTY","544,002"
PA,CLEARFIELD COUNTY,"PA, CLEARFIELD COUNTY","545,002"
PA,CLINTON COUNTY,"PA, CLINTON COUNTY","546,002"
VA,COLONIAL HEIGHTS CITY,"VA, COLONIAL HEIGHTS CITY","547,002"
PA,COLUMBIA COUNTY,"PA, COLUMBIA COUNTY","548,002"
VA,COVINGTON CITY,"VA, COVINGTON CITY","549,002"
PA,CRAWFORD COUNTY,"PA, CRAWFORD COUNTY","550,002"
VA,CULPEPER COUNTY,"VA, CULPEPER COUNTY","551,002"
NJ,CUMBERLAND COUNTY,"NJ, CUMBERLAND COUNTY","552,002"
PA,CUMBERLAND COUNTY,"PA, CUMBERLAND COUNTY","553,002"
PA,DAUPHIN COUNTY,"PA, DAUPHIN COUNTY","554,002"
PA,DELAWARE COUNTY,"PA, DELAWARE COUNTY","555,002"
PA,ERIE COUNTY,"PA, ERIE COUNTY","556,002"
NJ,ESSEX COUNTY,"NJ, ESSEX COUNTY","557,002"
VA,ESSEX COUNTY,"VA, ESSEX COUNTY","558,002"
VA,FAIRFAX CITY,"VA, FAIRFAX CITY","559,002"
VA,FAIRFAX COUNTY,"VA, FAIRFAX COUNTY","560,002"
VA,FALLS CHURCH CITY,"VA, FALLS CHURCH CITY","561,002"
VA,FAUQUIER COUNTY,"VA, FAUQUIER COUNTY","562,002"
PA,FAYETTE COUNTY,"PA, FAYETTE COUNTY","563,002"
VA,FLUVANNA COUNTY,"VA, FLUVANNA COUNTY","564,002"
PA,FRANKLIN COUNTY,"PA, FRANKLIN COUNTY","565,002"
VA,FRANKLIN COUNTY,"VA, FRANKLIN COUNTY","566,002"
MD,FREDERICK COUNTY,"MD, FREDERICK COUNTY","567,002"
VA,FREDERICK COUNTY,"VA, FREDERICK COUNTY","568,002"
VA,FREDERICKSBURG CITY,"VA, FREDERICKSBURG CITY","569,002"
PA,FULTON COUNTY,"PA, FULTON COUNTY","570,002"
MD,GARRETT COUNTY,"MD, GARRETT COUNTY","571,002"
VA,GILES COUNTY,"VA, GILES COUNTY","572,002"
NJ,GLOUCESTER COUNTY,"NJ, GLOUCESTER COUNTY","573,002"
VA,GOOCHLAND COUNTY,"VA, GOOCHLAND COUNTY","574,002"
PA,GREENE COUNTY,"PA, GREENE COUNTY","575,002"
VA,GREENE COUNTY,"VA, GREENE COUNTY","576,002"
VA,HALIFAX COUNTY,"VA, HALIFAX COUNTY","577,002"
VA,HANOVER COUNTY,"VA, HANOVER COUNTY","578,002"
VA,HARDY COUNTY,"VA, HARDY COUNTY","579,002"
MD,HARFORD COUNTY,"MD, HARFORD COUNTY","580,002"
VA,HARRISONBURG CITY,"VA, HARRISONBURG CITY","581,002"
VA,HENRICO COUNTY,"VA, HENRICO COUNTY","582,002"
VA,HOPEWELL CITY,"VA, HOPEWELL CITY","583,002"
MD,HOWARD COUNTY,"MD, HOWARD COUNTY","584,002"
NJ,HUDSON COUNTY,"NJ, HUDSON COUNTY","585,002"
NJ,HUNTERDON COUNTY,"NJ, HUNTERDON COUNTY","586,002"
PA,HUNTINGDON COUNTY,"PA, HUNTINGDON COUNTY","587,002"
PA,INDIANA COUNTY,"PA, INDIANA COUNTY","588,002"
VA,JAMES CITY COUNTY,"VA, JAMES CITY COUNTY","589,002"
PA,JEFFERSON COUNTY,"PA, JEFFERSON COUNTY","590,002"
PA,JUNIATA COUNTY,"PA, JUNIATA COUNTY","591,002"
DE,KENT COUNTY,"DE, KENT COUNTY","592,002"
MD,KENT COUNTY,"MD, KENT COUNTY","593,002"
VA,KING GEORGE COUNTY,"VA, KING GEORGE COUNTY","594,002"
PA,LACKAWANNA COUNTY,"PA, LACKAWANNA COUNTY","595,002"
PA,LANCASTER COUNTY,"PA, LANCASTER COUNTY","596,002"
PA,LAWRENCE COUNTY,"PA, LAWRENCE COUNTY","597,002"
PA,LEBANON COUNTY,"PA, LEBANON COUNTY","598,002"
PA,LEHIGH COUNTY,"PA, LEHIGH COUNTY","599,002"
VA,LOUDOUN COUNTY,"VA, LOUDOUN COUNTY","600,002"
VA,LOUISA COUNTY,"VA, LOUISA COUNTY","601,002"
PA,LUZERNE COUNTY,"PA, LUZERNE COUNTY","602,002"
PA,LYCOMING COUNTY,"PA, LYCOMING COUNTY","603,002"
VA,LYNCHBURG CITY,"VA, LYNCHBURG CITY","604,002"
VA,MANASSAS CITY,"VA, MANASSAS CITY","605,002"
VA,MANASSAS PARK CITY,"VA, MANASSAS PARK CITY","606,002"
VA,MARTINSVILLE CITY,"VA, MARTINSVILLE CITY","607,002"
PA,MCKEAN COUNTY,"PA, MCKEAN COUNTY","608,002"
VA,MECKLENBURG COUNTY,"VA, MECKLENBURG COUNTY","609,002"
NJ,MERCER COUNTY,"NJ, MERCER COUNTY","610,002"
PA,MERCER COUNTY,"PA, MERCER COUNTY","611,002"
NJ,MIDDLESEX COUNTY,"NJ, MIDDLESEX COUNTY","612,002"
PA,MIFFLIN COUNTY,"PA, MIFFLIN COUNTY","613,002"
NJ,MONMOUTH COUNTY,"NJ, MONMOUTH COUNTY","614,002"
PA,MONROE COUNTY,"PA, MONROE COUNTY","615,002"
MD,MONTGOMERY COUNTY,"MD, MONTGOMERY COUNTY","616,002"
